"Current URL","Current URL"
"Last Visited Category","Last Visited Category"
"URL Level Depth","URL Level Depth"
"Number of Characters","Number of Characters"
"Shortest Path","Shortest Path"
"Longest Path","Longest Path"
"Default Rules","Default Rules"
"SEO Single URL","SEO Single URL"
General,General
"
                    Please make sure that following setting is set to Yes:<br/>
                     <div style=""font-weight:bold;"">Stores - Configuration - Catalog - Catalog - Search Engine Optimization - Use Categories Path for Product URLs</div>
                ","
                    Please make sure that following setting is set to Yes:<br/>
                     <div style=""font-weight:bold;"">Stores - Configuration - Catalog - Catalog - Search Engine Optimization - Use Categories Path for Product URLs</div>
                "
"Categories Path in Product URL","Categories Path in Product URL"
By,By
"301 Redirect To Canonical Url","301 Redirect To Canonical Url"
"Redirect from secondary URLs to the main canonical URL","Redirect from secondary URLs to the main canonical URL"
"Exclude Category from Product Url","Exclude Category from Product Url"
"You can set categories, URL path to which will not be used in product URL","You can set categories, URL path to which will not be used in product URL"
"Generate Breadcrumbs According To","Generate Breadcrumbs According To"
